Customer_ID,Age,Gender,City,Unique_Categories,Total_Spend,Avg_Order_Value,Total_Quantity,Total_Discount,Total_Orders,Avg_Session_Time,Avg_Pages_Viewed,Avg_Delivery_Time,Avg_Rating,Returning_Customer,Recency_Days,Cluster,Segment_At Risk Customers,Segment_Low Value Customers,Segment_Regular Customers,Segment_VIP Customers
2756,37,0,600,1,459.75,459.75,5,0.0,1,19.0,15.0,6.0,5.0,1,46,2,1,0,0,0
2757,25,0,210,1,1047.68,1047.68,4,0.0,1,9.0,18.0,4.0,5.0,0,198,2,1,0,0,0
2758,21,0,374,1,641.96,641.96,2,21.9,1,11.0,10.0,4.0,4.0,0,437,1,0,0,1,0
2759,42,0,378,1,1758.52,1758.52,4,0.0,1,21.0,12.0,1.0,1.0,0,266,2,1,0,0,0
2760,42,0,496,1,1199.06,1199.06,1,0.0,1,5.0,10.0,8.0,4.0,1,167,1,0,0,1,0
2761,25,0,210,1,83.82,83.82,1,21.9,1,12.0,9.0,6.0,4.0,1,157,1,0,0,1,0
2762,45,0,374,1,9366.16,9366.16,4,0.0,1,1.0,10.0,8.0,4.0,1,262,0,0,0,0,1
2763,27,0,317,1,236.76,236.76,5,4.64,1,30.0,6.0,2.0,5.0,0,211,2,1,0,0,0
2764,38,0,374,1,4832.6,4832.6,4,21.9,1,13.0,11.0,12.0,5.0,1,39,2,1,0,0,0
2765,44,0,378,1,95.58,95.58,1,0.0,1,8.0,12.0,8.0,3.0,0,168,1,0,0,1,0
2766,34,0,735,1,878.7,878.7,2,0.0,1,21.0,7.0,3.0,4.0,1,384,1,0,0,1,0
2767,40,0,735,1,303.4,303.4,2,0.0,1,15.0,7.0,2.0,5.0,1,137,1,0,0,1,0
2768,28,0,349,1,909.72,909.72,1,21.9,1,7.0,11.0,4.0,5.0,0,406,1,0,0,1,0
2769,32,0,735,1,270.4,270.4,5,0.0,1,22.0,10.0,11.0,1.0,1,417,2,1,0,0,0
2770,32,0,496,1,836.34,836.34,1,0.0,1,18.0,8.0,12.0,4.0,0,292,1,0,0,1,0
2771,26,0,1284,1,575.73,575.73,1,21.9,1,22.0,11.0,8.0,5.0,1,247,3,0,1,0,0
2772,32,0,349,1,710.58,710.58,3,0.0,1,11.0,9.0,4.0,5.0,0,83,2,1,0,0,0
2773,18,0,1284,1,1498.88,1498.88,4,0.0,1,18.0,7.0,3.0,4.0,1,82,2,1,0,0,0
2774,29,0,349,1,117.34,117.34,1,0.0,1,35.0,10.0,6.0,1.0,1,205,1,0,0,1,0
2775,31,0,496,1,26.09,26.09,1,0.0,1,30.0,10.0,4.0,4.0,0,181,1,0,0,1,0
2776,31,0,1284,1,230.4,230.4,2,0.0,1,19.0,10.0,11.0,5.0,0,240,3,0,1,0,0
2777,32,0,496,1,23.05,23.05,1,0.0,1,5.0,11.0,8.0,4.0,0,57,1,0,0,1,0
2778,34,0,735,1,476.24,476.24,2,0.0,1,18.0,7.0,4.0,5.0,1,241,1,0,0,1,0
2779,40,0,735,1,26.2,26.2,2,0.0,1,25.0,6.0,2.0,4.0,0,29,1,0,0,1,0
2780,45,0,735,1,2698.73,2698.73,3,21.9,1,24.0,11.0,3.0,4.0,1,156,2,1,0,0,0
2781,27,0,1284,1,211.29,211.29,5,6.81,1,15.0,10.0,6.0,5.0,1,413,2,1,0,0,0
2782,20,0,210,1,578.85,578.85,5,0.0,1,19.0,10.0,5.0,4.0,1,386,2,1,0,0,0
2783,22,0,1284,1,2162.24,2162.24,1,0.0,1,6.0,7.0,3.0,4.0,1,288,3,0,1,0,0
2784,29,0,374,1,46.56,46.56,3,0.0,1,15.0,10.0,9.0,4.0,1,122,1,0,0,1,0
2785,30,0,735,1,623.88,623.88,1,21.9,1,4.0,10.0,5.0,5.0,1,413,1,0,0,1,0
2786,25,0,374,1,22.31,22.31,1,0.0,1,24.0,4.0,4.0,2.0,1,220,1,0,0,1,0
2787,19,0,735,1,520.13,520.13,1,0.0,1,21.0,8.0,8.0,5.0,0,212,1,0,0,1,0
2788,29,0,374,1,899.73,899.73,1,0.0,1,20.0,7.0,6.0,5.0,0,102,1,0,0,1,0
2789,37,0,378,1,15.65,15.65,1,0.0,1,16.0,6.0,6.0,4.0,1,186,1,0,0,1,0
2790,42,0,374,1,1058.3,1058.3,5,0.0,1,28.0,12.0,7.0,5.0,1,274,2,1,0,0,0
2791,28,0,1284,1,1388.1,1388.1,1,0.0,1,12.0,9.0,11.0,4.0,0,385,3,0,1,0,0
2792,30,0,374,1,603.6,603.6,1,0.0,1,11.0,10.0,8.0,5.0,1,1,1,0,0,1,0
2793,23,0,735,1,116.7,116.7,2,0.0,1,21.0,13.0,3.0,4.0,0,26,1,0,0,1,0
2794,34,0,1284,1,31.33,31.33,1,0.0,1,5.0,12.0,19.0,5.0,0,51,3,0,1,0,0
2795,24,0,600,1,851.89,851.89,1,21.9,1,15.0,10.0,6.0,3.0,0,168,1,0,0,1,0
2796,41,0,600,1,125.74,125.74,1,21.9,1,11.0,10.0,1.0,5.0,1,123,1,0,0,1,0
2797,18,0,600,1,76.0,76.0,1,0.0,1,15.0,14.0,4.0,1.0,1,150,1,0,0,1,0
2798,30,0,378,1,414.4,414.4,2,0.0,1,18.0,16.0,4.0,5.0,1,357,1,0,0,1,0
2799,38,0,735,1,2986.11,2986.11,3,21.9,1,10.0,12.0,11.0,4.0,1,57,2,1,0,0,0
2800,37,0,735,1,191.06,191.06,3,7.36,1,42.0,6.0,6.0,3.0,1,384,2,1,0,0,0
2801,67,0,1284,1,173.72,173.72,2,0.0,1,18.0,12.0,6.0,1.0,1,229,3,0,1,0,0
2802,39,0,374,1,52.47,52.47,3,0.0,1,14.0,11.0,7.0,3.0,0,193,1,0,0,1,0
2803,22,0,496,1,341.82,341.82,1,0.0,1,33.0,7.0,8.0,3.0,1,6,1,0,0,1,0
2804,33,0,735,1,457.92,457.92,2,21.9,1,15.0,7.0,7.0,5.0,0,422,1,0,0,1,0
2805,18,0,378,1,1783.41,1783.41,3,21.9,1,7.0,6.0,3.0,5.0,1,25,2,1,0,0,0
2806,34,0,496,1,339.92,339.92,2,0.0,1,16.0,9.0,13.0,2.0,1,387,1,0,0,1,0
2807,25,0,600,1,272.94,272.94,1,21.9,1,7.0,9.0,2.0,4.0,0,185,1,0,0,1,0
2808,45,0,600,1,252.48,252.48,2,0.0,1,9.0,9.0,11.0,5.0,1,372,1,0,0,1,0
2809,28,0,374,1,5047.05,5047.05,3,0.0,1,10.0,8.0,2.0,3.0,0,295,0,0,0,0,1
2810,33,0,374,1,288.99,288.99,1,21.9,1,4.0,11.0,4.0,5.0,1,366,1,0,0,1,0
2811,27,0,735,1,612.24,612.24,4,0.0,1,15.0,6.0,6.0,3.0,1,368,2,1,0,0,0
2812,55,0,1284,1,85.92,85.92,2,0.0,1,10.0,8.0,5.0,5.0,1,285,3,0,1,0,0
2813,31,0,1284,1,348.88,348.88,4,0.0,1,17.0,7.0,3.0,4.0,1,87,3,0,1,0,0
2814,56,0,374,1,59.9,59.9,1,0.0,1,5.0,10.0,8.0,3.0,1,335,1,0,0,1,0
2815,44,0,317,1,322.86,322.86,1,0.0,1,14.0,14.0,5.0,3.0,1,273,1,0,0,1,0
2816,40,0,600,1,6686.43,6686.43,3,0.0,1,8.0,7.0,9.0,5.0,0,185,0,0,0,0,1
2817,39,0,1284,1,2864.8,2864.8,2,21.9,1,13.0,7.0,4.0,4.0,0,305,3,0,1,0,0
2818,39,0,378,1,1769.28,1769.28,2,0.0,1,6.0,10.0,4.0,4.0,1,17,1,0,0,1,0
2819,18,0,349,1,286.33,286.33,4,5.07,1,16.0,8.0,6.0,3.0,0,410,2,1,0,0,0
2820,31,0,317,1,309.5,309.5,5,0.0,1,14.0,11.0,9.0,4.0,0,322,2,1,0,0,0
2821,45,0,496,1,554.52,554.52,4,12.88,1,14.0,11.0,9.0,4.0,1,350,2,1,0,0,0
2822,34,0,317,1,705.55,705.55,1,0.0,1,8.0,7.0,3.0,4.0,0,125,1,0,0,1,0
2823,18,0,1284,1,5085.93,5085.93,3,21.9,1,6.0,6.0,6.0,3.0,1,168,0,0,0,0,1
2824,34,0,1284,1,66.62,66.62,2,0.0,1,20.0,5.0,9.0,4.0,1,310,3,0,1,0,0
2825,55,0,1284,1,1275.27,1275.27,3,21.9,1,5.0,8.0,5.0,5.0,1,386,3,0,1,0,0
2826,49,0,378,1,24.78,24.78,1,0.0,1,29.0,12.0,10.0,5.0,1,130,1,0,0,1,0
2827,34,0,1284,1,254.43,254.43,1,0.0,1,33.0,9.0,11.0,5.0,0,295,3,0,1,0,0
2828,46,0,600,1,2702.44,2702.44,3,21.9,1,11.0,7.0,11.0,3.0,1,136,2,1,0,0,0
2829,30,0,600,1,303.26,303.26,1,0.0,1,21.0,10.0,9.0,3.0,1,177,1,0,0,1,0
2830,18,0,735,1,712.69,712.69,1,21.9,1,13.0,12.0,5.0,2.0,1,403,1,0,0,1,0
2831,23,0,317,1,61.78,61.78,1,0.0,1,13.0,12.0,5.0,3.0,1,193,1,0,0,1,0
2832,53,0,1284,1,101.93,101.93,1,21.9,1,17.0,9.0,4.0,3.0,0,122,3,0,1,0,0
2833,31,0,735,1,117.5,117.5,1,0.0,1,30.0,8.0,7.0,3.0,0,364,1,0,0,1,0
2834,32,0,378,1,225.68,225.68,2,0.0,1,8.0,8.0,8.0,3.0,1,147,1,0,0,1,0
2835,31,0,1284,1,83.4,83.4,2,0.0,1,20.0,5.0,9.0,3.0,0,153,3,0,1,0,0
2836,57,0,374,1,342.07,342.07,4,10.45,1,16.0,11.0,6.0,4.0,1,372,2,1,0,0,0
2837,54,0,349,1,84.64,84.64,2,0.0,1,11.0,9.0,5.0,2.0,0,363,1,0,0,1,0
2838,61,0,257,1,3739.37,3739.37,1,21.9,1,8.0,6.0,6.0,3.0,0,113,1,0,0,1,0
2839,33,0,317,1,1457.8,1457.8,4,0.0,1,10.0,10.0,3.0,5.0,0,131,2,1,0,0,0
2840,38,0,735,1,1169.06,1169.06,2,0.0,1,6.0,10.0,9.0,3.0,0,82,1,0,0,1,0
2841,18,0,496,1,192.44,192.44,4,0.0,1,7.0,10.0,9.0,3.0,1,141,2,1,0,0,0
2842,52,0,1284,1,32.82,32.82,1,0.0,1,2.0,7.0,3.0,2.0,1,278,3,0,1,0,0
2843,20,0,735,1,643.68,643.68,4,0.0,1,27.0,8.0,7.0,4.0,1,19,2,1,0,0,0
2844,37,0,1284,1,3310.18,3310.18,2,0.0,1,6.0,9.0,3.0,5.0,0,162,3,0,1,0,0
2845,21,0,735,1,244.72,244.72,1,21.9,1,11.0,13.0,10.0,2.0,1,429,1,0,0,1,0
2846,27,0,317,1,139.78,139.78,1,0.0,1,22.0,10.0,15.0,4.0,1,28,1,0,0,1,0
2847,24,0,735,1,2726.74,2726.74,2,0.0,1,4.0,5.0,8.0,5.0,1,8,1,0,0,1,0
2848,27,0,496,1,355.95,355.95,3,0.0,1,4.0,7.0,8.0,4.0,0,436,1,0,0,1,0
2849,28,0,600,1,37.55,37.55,1,0.0,1,8.0,5.0,5.0,5.0,0,409,1,0,0,1,0
2850,28,0,600,1,173.76,173.76,2,19.58,1,13.0,13.0,5.0,5.0,0,427,1,0,0,1,0
2851,45,0,210,1,947.58,947.58,1,0.0,1,11.0,10.0,12.0,2.0,1,122,1,0,0,1,0
2852,21,0,735,1,391.24,391.24,1,0.0,1,55.0,16.0,5.0,4.0,1,56,1,0,0,1,0
2853,37,0,374,1,955.11,955.11,1,0.0,1,12.0,5.0,6.0,5.0,1,155,1,0,0,1,0
2854,49,0,600,1,136.9,136.9,2,0.0,1,15.0,13.0,6.0,5.0,1,315,1,0,0,1,0
2855,28,0,1284,1,21.02,21.02,1,4.16,1,10.0,5.0,6.0,5.0,0,117,3,0,1,0,0
2856,26,0,600,1,248.84,248.84,1,0.0,1,10.0,8.0,13.0,3.0,0,343,1,0,0,1,0
2857,32,0,349,1,63.16,63.16,2,0.0,1,9.0,10.0,10.0,3.0,1,58,1,0,0,1,0
2858,49,0,1284,1,425.45,425.45,5,0.0,1,37.0,11.0,12.0,5.0,0,158,2,1,0,0,0
2859,37,0,1284,1,181.48,181.48,4,0.0,1,27.0,10.0,15.0,4.0,1,237,3,0,1,0,0
2860,28,0,1284,1,673.95,673.95,5,0.0,1,2.0,13.0,9.0,4.0,1,134,2,1,0,0,0
2861,40,0,378,1,3901.75,3901.75,5,0.0,1,27.0,9.0,4.0,4.0,0,123,2,1,0,0,0
2862,21,0,378,1,591.41,591.41,4,20.83,1,10.0,2.0,4.0,2.0,1,435,2,1,0,0,0
2863,43,0,496,1,1498.35,1498.35,5,0.0,1,19.0,6.0,7.0,5.0,0,196,2,1,0,0,0
2864,39,0,600,1,199.34,199.34,1,0.0,1,4.0,5.0,2.0,5.0,0,129,1,0,0,1,0
2865,31,0,317,1,263.72,263.72,4,0.0,1,6.0,11.0,5.0,4.0,0,171,2,1,0,0,0
2866,24,0,378,1,101.35,101.35,1,21.31,1,39.0,8.0,9.0,4.0,1,302,1,0,0,1,0
2867,24,0,349,1,80.69,80.69,5,1.31,1,16.0,9.0,7.0,5.0,1,122,2,1,0,0,0
2868,41,0,349,1,265.75,265.75,5,0.0,1,2.0,11.0,5.0,3.0,1,296,2,1,0,0,0
2869,49,0,374,1,27.95,27.95,1,0.0,1,53.0,4.0,9.0,2.0,0,203,1,0,0,1,0
2870,27,0,600,1,2796.82,2796.82,2,21.9,1,10.0,5.0,4.0,1.0,1,325,1,0,0,1,0
2871,40,0,317,1,69.33,69.33,3,0.0,1,16.0,6.0,10.0,5.0,0,38,1,0,0,1,0
2872,18,0,257,1,982.42,982.42,1,21.9,1,15.0,9.0,8.0,4.0,1,37,1,0,0,1,0
2873,27,0,1284,1,372.7,372.7,2,0.0,1,23.0,7.0,8.0,2.0,0,100,3,0,1,0,0
2874,34,0,1284,1,121.45,121.45,1,0.0,1,8.0,12.0,5.0,4.0,0,243,3,0,1,0,0
2875,24,0,257,1,385.52,385.52,1,0.0,1,10.0,6.0,9.0,2.0,1,298,1,0,0,1,0
2876,23,0,735,1,379.52,379.52,4,8.56,1,36.0,16.0,7.0,2.0,1,218,2,1,0,0,0
2877,26,0,317,1,464.05,464.05,1,21.9,1,15.0,8.0,10.0,4.0,1,413,1,0,0,1,0
2878,38,0,735,1,528.64,528.64,4,0.0,1,9.0,11.0,16.0,4.0,0,98,2,1,0,0,0
2879,32,0,1284,1,307.45,307.45,5,0.0,1,11.0,6.0,4.0,4.0,0,420,2,1,0,0,0
2880,18,0,1284,1,156.96,156.96,2,0.0,1,16.0,9.0,15.0,5.0,1,370,3,0,1,0,0
2881,18,0,1284,1,410.73,410.73,3,0.0,1,9.0,7.0,8.0,5.0,1,225,3,0,1,0,0
2882,27,0,1284,1,5784.24,5784.24,2,0.0,1,30.0,6.0,9.0,4.0,1,238,0,0,0,0,1
2883,40,0,600,1,483.72,483.72,4,0.0,1,9.0,10.0,12.0,5.0,0,203,2,1,0,0,0
2884,18,0,378,1,1043.81,1043.81,3,21.9,1,12.0,8.0,14.0,4.0,1,213,2,1,0,0,0
2885,29,0,210,1,11.23,11.23,1,3.84,1,11.0,7.0,2.0,4.0,0,346,1,0,0,1,0
2886,28,0,600,1,29.61,29.61,1,0.0,1,11.0,12.0,5.0,4.0,1,276,1,0,0,1,0
2887,51,0,600,1,921.43,921.43,1,0.0,1,8.0,11.0,13.0,4.0,0,140,1,0,0,1,0
2888,30,0,496,1,40.18,40.18,1,0.0,1,17.0,6.0,4.0,3.0,1,377,1,0,0,1,0
2889,39,0,496,1,1297.64,1297.64,1,0.0,1,13.0,7.0,7.0,2.0,1,290,1,0,0,1,0
2890,36,0,600,1,901.35,901.35,1,21.9,1,15.0,7.0,5.0,4.0,1,9,1,0,0,1,0
2891,18,0,1284,1,993.08,993.08,1,0.0,1,33.0,7.0,4.0,4.0,0,83,3,0,1,0,0
2892,44,0,1284,1,166.96,166.96,2,0.0,1,4.0,6.0,4.0,4.0,0,287,3,0,1,0,0
2893,37,0,1284,1,1259.08,1259.08,2,21.9,1,8.0,7.0,10.0,5.0,1,75,3,0,1,0,0
2894,41,0,1284,1,965.37,965.37,5,21.9,1,22.0,9.0,7.0,4.0,1,10,2,1,0,0,0
2895,75,0,378,1,810.54,810.54,1,0.0,1,12.0,6.0,3.0,5.0,0,274,1,0,0,1,0
2896,18,0,1284,1,105.9,105.9,5,0.0,1,14.0,5.0,5.0,4.0,0,246,2,1,0,0,0
2897,55,0,317,1,3820.23,3820.23,3,0.0,1,9.0,10.0,4.0,3.0,0,384,2,1,0,0,0
2898,31,0,257,1,763.55,763.55,5,0.0,1,8.0,7.0,3.0,5.0,0,61,2,1,0,0,0
2899,38,0,210,1,448.06,448.06,1,0.0,1,8.0,12.0,9.0,5.0,1,261,1,0,0,1,0
2900,34,0,257,1,337.89,337.89,3,0.0,1,16.0,8.0,7.0,4.0,0,187,1,0,0,1,0
2901,29,0,735,1,140.64,140.64,1,21.9,1,45.0,8.0,6.0,3.0,1,163,1,0,0,1,0
2902,28,0,600,1,730.72,730.72,4,0.0,1,28.0,11.0,2.0,3.0,1,396,2,1,0,0,0
2903,38,0,1284,1,1431.7,1431.7,3,21.9,1,11.0,6.0,12.0,5.0,1,287,3,0,1,0,0
2904,18,0,349,1,883.14,883.14,3,19.68,1,3.0,12.0,3.0,2.0,1,327,2,1,0,0,0
2905,44,0,317,1,1125.35,1125.35,1,0.0,1,25.0,4.0,6.0,5.0,1,212,1,0,0,1,0
2906,30,0,317,1,271.9,271.9,5,0.0,1,15.0,8.0,7.0,5.0,0,388,2,1,0,0,0
2907,21,0,600,1,197.95,197.95,4,2.61,1,42.0,13.0,5.0,3.0,1,314,2,1,0,0,0
2908,29,0,378,1,144.24,144.24,1,0.0,1,18.0,9.0,7.0,5.0,1,220,1,0,0,1,0
2909,50,0,1284,1,219.09,219.09,1,0.0,1,12.0,13.0,10.0,5.0,0,324,3,0,1,0,0
2910,28,0,1284,1,114.12,114.12,2,0.0,1,10.0,10.0,7.0,4.0,1,378,3,0,1,0,0
2911,39,0,378,1,33.97,33.97,1,8.26,1,5.0,10.0,4.0,4.0,0,401,1,0,0,1,0
2912,26,0,600,1,36.97,36.97,1,0.0,1,12.0,9.0,3.0,5.0,1,425,1,0,0,1,0
2913,44,0,210,1,362.12,362.12,4,13.16,1,23.0,7.0,3.0,4.0,1,302,2,1,0,0,0
2914,43,0,1284,1,244.93,244.93,1,0.0,1,3.0,6.0,10.0,4.0,1,254,3,0,1,0,0
2915,57,0,317,1,120.61,120.61,1,0.0,1,35.0,9.0,8.0,4.0,1,8,1,0,0,1,0
2916,32,0,600,1,165.76,165.76,2,0.0,1,4.0,10.0,9.0,3.0,1,135,1,0,0,1,0
2917,43,0,349,1,1003.97,1003.97,2,21.9,1,8.0,9.0,3.0,5.0,0,236,1,0,0,1,0
2918,36,0,349,1,7166.8,7166.8,4,21.9,1,17.0,12.0,6.0,4.0,1,323,0,0,0,0,1
2919,50,0,257,1,928.95,928.95,3,0.0,1,4.0,10.0,2.0,4.0,0,7,2,1,0,0,0
2920,26,0,735,1,912.6,912.6,3,21.9,1,12.0,14.0,6.0,5.0,0,369,2,1,0,0,0
2921,43,0,257,1,31.14,31.14,1,0.0,1,15.0,8.0,9.0,4.0,0,34,1,0,0,1,0
2922,32,0,1284,1,50.68,50.68,1,0.0,1,16.0,13.0,5.0,3.0,1,283,3,0,1,0,0
2923,34,0,1284,1,614.24,614.24,1,0.0,1,10.0,14.0,11.0,5.0,1,155,3,0,1,0,0
2924,36,0,600,1,645.57,645.57,3,0.0,1,6.0,11.0,2.0,2.0,0,81,2,1,0,0,0
2925,38,0,349,1,1123.05,1123.05,1,0.0,1,30.0,14.0,7.0,4.0,1,290,1,0,0,1,0
2926,33,0,600,1,157.77,157.77,3,5.19,1,18.0,5.0,4.0,4.0,1,353,2,1,0,0,0
2927,37,0,349,1,1134.7,1134.7,5,0.0,1,16.0,9.0,5.0,4.0,1,60,2,1,0,0,0
2928,53,0,378,1,42.7,42.7,1,0.0,1,9.0,9.0,6.0,5.0,0,369,1,0,0,1,0
2929,46,0,1284,1,904.06,904.06,1,0.0,1,20.0,5.0,6.0,5.0,0,195,3,0,1,0,0
2930,45,0,257,1,527.46,527.46,2,0.0,1,5.0,10.0,6.0,5.0,1,187,1,0,0,1,0
2931,29,0,1284,1,392.62,392.62,1,0.0,1,35.0,8.0,4.0,4.0,1,211,3,0,1,0,0
2932,24,0,317,1,52.29,52.29,1,0.0,1,9.0,3.0,2.0,5.0,0,195,1,0,0,1,0
2933,46,0,735,1,107.29,107.29,2,12.95,1,22.0,7.0,6.0,4.0,1,0,1,0,0,1,0
2934,45,0,600,1,235.93,235.93,3,4.79,1,26.0,6.0,5.0,4.0,1,293,2,1,0,0,0
2935,52,0,600,1,39.02,39.02,1,10.65,1,15.0,4.0,3.0,5.0,1,196,1,0,0,1,0
2936,27,0,1284,1,1202.59,1202.59,2,21.9,1,16.0,11.0,5.0,2.0,0,439,3,0,1,0,0
2937,32,0,735,1,1153.29,1153.29,1,0.0,1,13.0,7.0,7.0,2.0,1,404,1,0,0,1,0
2938,18,0,1284,1,8.33,8.33,1,0.0,1,25.0,12.0,3.0,5.0,0,249,3,0,1,0,0
2939,30,0,1284,1,161.64,161.64,1,0.0,1,9.0,11.0,11.0,5.0,1,192,3,0,1,0,0
2940,46,0,1284,1,52.21,52.21,1,0.0,1,20.0,7.0,4.0,5.0,1,216,3,0,1,0,0
2941,29,0,600,1,220.2,220.2,1,0.0,1,14.0,8.0,4.0,4.0,0,327,1,0,0,1,0
2942,42,0,349,1,177.01,177.01,1,21.9,1,30.0,12.0,10.0,4.0,1,340,1,0,0,1,0
2943,32,0,496,1,16.14,16.14,1,3.99,1,29.0,10.0,11.0,3.0,1,152,1,0,0,1,0
2944,38,0,317,1,3585.81,3585.81,2,21.9,1,9.0,10.0,7.0,4.0,0,270,1,0,0,1,0
2945,21,0,374,1,1210.2,1210.2,5,0.0,1,24.0,9.0,5.0,4.0,0,426,2,1,0,0,0
2946,36,0,374,1,163.94,163.94,2,0.0,1,18.0,11.0,7.0,1.0,0,425,1,0,0,1,0
2947,18,0,374,1,125.97,125.97,2,21.33,1,13.0,9.0,9.0,4.0,1,306,1,0,0,1,0
2948,32,0,600,1,2355.98,2355.98,3,21.9,1,24.0,9.0,13.0,4.0,1,197,2,1,0,0,0
2949,18,0,374,1,282.84,282.84,3,0.0,1,21.0,7.0,4.0,5.0,0,145,1,0,0,1,0
2950,49,0,1284,1,56.65,56.65,1,0.0,1,10.0,9.0,4.0,4.0,0,19,3,0,1,0,0
2951,44,0,317,1,12389.96,12389.96,4,0.0,1,6.0,7.0,7.0,5.0,1,116,0,0,0,0,1
2952,40,0,378,1,100.09,100.09,1,0.0,1,7.0,10.0,5.0,4.0,1,106,1,0,0,1,0
2953,53,0,1284,1,593.2,593.2,5,0.0,1,8.0,6.0,2.0,4.0,1,210,2,1,0,0,0
2954,23,0,378,1,28.15,28.15,1,3.48,1,12.0,9.0,4.0,4.0,0,304,1,0,0,1,0
2955,55,0,1284,1,2287.3,2287.3,5,0.0,1,16.0,9.0,3.0,3.0,1,176,2,1,0,0,0
2956,46,0,1284,1,184.36,184.36,4,0.0,1,14.0,11.0,17.0,4.0,1,446,3,0,1,0,0
2957,32,0,1284,1,238.3,238.3,5,11.8,1,4.0,5.0,7.0,5.0,0,17,2,1,0,0,0
2958,48,0,349,1,72.68,72.68,2,9.24,1,11.0,10.0,4.0,4.0,0,395,1,0,0,1,0
2959,21,0,378,1,238.62,238.62,5,11.53,1,36.0,9.0,7.0,5.0,1,230,2,1,0,0,0
2960,25,0,349,1,2132.7,2132.7,1,0.0,1,10.0,8.0,7.0,4.0,0,382,1,0,0,1,0
2961,27,0,1284,1,2070.88,2070.88,1,0.0,1,4.0,10.0,7.0,3.0,1,315,3,0,1,0,0
2962,28,0,600,1,103.18,103.18,1,0.0,1,21.0,8.0,6.0,4.0,0,78,1,0,0,1,0
2963,22,0,378,1,295.4,295.4,4,0.0,1,2.0,8.0,6.0,5.0,0,263,2,1,0,0,0
2964,49,0,1284,1,229.68,229.68,1,0.0,1,18.0,14.0,8.0,5.0,0,59,3,0,1,0,0
2965,31,0,374,1,516.74,516.74,2,0.0,1,18.0,12.0,7.0,5.0,0,244,1,0,0,1,0
2966,39,0,1284,1,428.6,428.6,5,0.0,1,16.0,5.0,6.0,5.0,1,263,2,1,0,0,0
2967,28,0,1284,1,4765.45,4765.45,5,0.0,1,7.0,5.0,6.0,2.0,0,427,2,1,0,0,0
2968,18,0,600,1,5496.54,5496.54,4,21.9,1,13.0,10.0,5.0,2.0,1,245,0,0,0,0,1
2969,38,0,374,1,3236.8,3236.8,4,21.9,1,8.0,10.0,8.0,5.0,1,424,2,1,0,0,0
2970,18,0,1284,1,60.56,60.56,1,0.0,1,7.0,9.0,6.0,3.0,1,159,3,0,1,0,0
2971,34,0,1284,1,3858.79,3858.79,3,21.9,1,42.0,8.0,6.0,4.0,0,163,3,0,1,0,0
2972,18,0,1284,1,58.0,58.0,1,7.77,1,21.0,6.0,14.0,5.0,0,351,3,0,1,0,0
2973,58,0,1284,1,5192.79,5192.79,5,21.9,1,16.0,7.0,3.0,4.0,1,265,0,0,0,0,1
2974,45,0,1284,1,94.26,94.26,1,9.29,1,12.0,8.0,4.0,4.0,0,167,3,0,1,0,0
2975,36,0,735,1,184.96,184.96,1,0.0,1,20.0,8.0,21.0,5.0,1,303,1,0,0,1,0
2976,50,0,374,1,1323.84,1323.84,4,0.0,1,14.0,4.0,5.0,3.0,0,413,2,1,0,0,0
2977,24,0,600,1,3338.29,3338.29,3,21.9,1,21.0,14.0,6.0,5.0,0,253,2,1,0,0,0
2978,41,0,378,1,1817.58,1817.58,1,21.9,1,30.0,4.0,5.0,5.0,1,192,1,0,0,1,0
2979,37,0,378,1,1284.16,1284.16,3,21.9,1,17.0,7.0,7.0,4.0,0,220,2,1,0,0,0
2980,38,0,1284,1,350.12,350.12,2,0.0,1,7.0,6.0,5.0,3.0,1,59,3,0,1,0,0
2981,50,0,1284,1,769.26,769.26,3,0.0,1,25.0,12.0,2.0,5.0,0,169,3,0,1,0,0
2982,43,0,317,1,1685.34,1685.34,3,0.0,1,12.0,8.0,10.0,4.0,1,307,2,1,0,0,0
2983,38,0,1284,1,123.45,123.45,1,21.9,1,15.0,9.0,1.0,2.0,1,28,3,0,1,0,0
2984,18,0,1284,1,283.0,283.0,1,0.0,1,11.0,11.0,16.0,5.0,1,131,3,0,1,0,0
2985,23,0,1284,1,1018.8,1018.8,3,0.0,1,5.0,11.0,8.0,5.0,0,102,3,0,1,0,0
2986,33,0,374,1,70.63,70.63,1,0.0,1,22.0,12.0,4.0,4.0,1,138,1,0,0,1,0
2987,36,0,496,1,11.72,11.72,1,0.0,1,27.0,8.0,4.0,4.0,0,390,1,0,0,1,0
2988,21,0,210,1,84.54,84.54,3,0.0,1,15.0,11.0,2.0,5.0,0,385,1,0,0,1,0
2989,63,0,317,1,194.79,194.79,1,0.0,1,24.0,9.0,3.0,5.0,1,401,1,0,0,1,0
2990,53,0,600,1,486.67,486.67,1,0.0,1,9.0,11.0,4.0,4.0,1,249,1,0,0,1,0
2991,42,0,735,1,1326.75,1326.75,5,0.0,1,14.0,7.0,9.0,5.0,1,259,2,1,0,0,0
2992,35,0,735,1,65.03,65.03,1,0.0,1,8.0,10.0,7.0,4.0,0,44,1,0,0,1,0
2993,32,0,1284,1,84.6,84.6,1,0.0,1,17.0,8.0,2.0,3.0,1,277,3,0,1,0,0
2994,23,0,1284,1,299.55,299.55,1,0.0,1,16.0,8.0,2.0,3.0,1,165,3,0,1,0,0
